cell,predict_cell,step
PAT6(HGD)_BG316,PAT6(HGD)_I_257,1
PAT6(HGD)_BG317,PAT6(HGD)_I_138,1
PAT6(HGD)_BG325,PAT6(HGD)_I_143,1
PAT6(HGD)_BG326,PAT6(LGD)_H_254,1
PAT6(HGD)_BG330,PAT6(HGD)_I_100,1
PAT6(HGD)_BG331,PAT9(NDBE)_J_284,1
PAT6(HGD)_BG332,PAT20(ESO)_E_282,1
PAT6(HGD)_BG333,PAT6(HGD)_I_274,1
PAT6(HGD)_BG342,PAT6(HGD)_I_300,1
PAT6(HGD)_BG347,PAT6(HGD)_I_279,1
PAT6(HGD)_BG348,PAT6(HGD)_I_177,1
PAT6(HGD)_BG351,PAT9(NDBE)_J_13,1
PAT6(HGD)_BG352,PAT6(HGD)_I_137,1
PAT6(HGD)_BG353,PAT6(HGD)_I_132,1
PAT6(HGD)_BG357,PAT6(HGD)_I_73,1
PAT6(HGD)_BG359,PAT6(LGD)_H_378,1
PAT6(HGD)_BG363,PAT6(HGD)_I_83,1
PAT6(HGD)_BG364,PAT6(HGD)_I_109,1
PAT6(HGD)_BG365,PAT6(HGD)_I_26,1
PAT6(HGD)_BG369,PAT6(HGD)_I_334,1
PAT6(HGD)_BG370,PAT6(LGD)_H_341,1
PAT6(HGD)_BG372,PAT6(HGD)_I_299,1
PAT6(HGD)_BG374,PAT6(LGD)_H_129,1
PAT6(HGD)_BG376,PAT6(LGD)_H_131,1
PAT6(HGD)_BG378,PAT20(ESO)_E_49,1
PAT6(HGD)_BG379,PAT6(HGD)_I_175,1
PAT6(HGD)_BG380,PAT6(HGD)_I_188,1
PAT6(HGD)_BG381,PAT6(HGD)_I_327,1
PAT14(HGD)_BH017,PAT6(LGD)_H_95,1
PAT14(HGD)_BH018,PAT9(NDBE)_J_71,1
PAT14(HGD)_BH023,PAT19(LGD)_B_59,1
PAT14(HGD)_BH025,PAT14(HGD)_C_143,1
PAT14(HGD)_BH031,PAT6(LGD)_H_220,1
PAT14(HGD)_BH035,PAT20(CARD)_F_355,1
PAT14(HGD)_BH040,PAT6(HGD)_I_37,1
PAT14(HGD)_BH050,PAT6(LGD)_H_52,1
PAT14(HGD)_BH056,PAT16(EAC)_A_24,1
PAT14(HGD)_BH063,PAT6(HGD)_I_273,1
PAT14(HGD)_BH065,PAT14(HGD)_C_378,1
PAT14(HGD)_BH068,PAT16(NDBE)_B_185,1
PAT14(HGD)_BH069,PAT14(HGD)_C_302,1
PAT14(HGD)_BH070,PAT14(HGD)_C_286,1
PAT14(HGD)_BH077,PAT14(HGD)_C_263,1
PAT14(HGD)_BH078,PAT20(CARD)_F_133,1
PAT14(HGD)_BH079,PAT14(HGD)_C_257,1
PAT14(HGD)_BH081,PAT16(NDBE)_B_258,1
PAT14(HGD)_BH082,PAT14(NDBE)_D_191,1
PAT14(HGD)_BH088,PAT16(NDBE)_B_238,1
PAT14(HGD)_BH093,PAT16(EAC)_A_237,1
PAT14(HGD)_BH095,PAT14(HGD)_C_365,1
PAT14(HGD)_BH099,PAT20(ESO)_E_14,1
PAT14(HGD)_BH101,PAT16(EAC)_A_308,1
PAT14(HGD)_BH104,PAT14(HGD)_C_277,1
PAT14(HGD)_BH113,PAT14(NDBE)_D_377,1
PAT14(HGD)_BH123,PAT6(LGD)_H_241,1
PAT14(HGD)_BH130,PAT20(CARD)_F_72,1
PAT14(HGD)_BH134,PAT16(EAC)_A_51,1
PAT14(HGD)_BH135,PAT9(NDBE)_J_111,1
PAT14(HGD)_BH144,PAT9(NDBE)_J_276,1
PAT14(HGD)_BH145,PAT19(LGD)_B_4,1
PAT14(HGD)_BH148,PAT16(EAC)_A_310,1
PAT14(HGD)_BH151,PAT16(EAC)_A_271,1
PAT14(HGD)_BH152,PAT16(EAC)_A_113,1
PAT14(HGD)_BH154,PAT16(EAC)_A_187,1
PAT14(HGD)_BH155,PAT20(HGD1)_D_378,1
PAT14(HGD)_BH156,PAT14(HGD)_C_218,1
PAT14(HGD)_BH162,PAT6(HGD)_I_44,1
PAT14(HGD)_BH163,PAT14(HGD)_C_371,1
PAT14(HGD)_BH164,PAT6(HGD)_I_263,1
PAT14(HGD)_BH165,PAT20(CARD)_F_275,1
PAT14(HGD)_BH167,PAT14(HGD)_C_220,1
PAT14(HGD)_BH170,PAT6(HGD)_I_101,1
PAT14(HGD)_BH174,PAT14(HGD)_C_328,1
PAT14(HGD)_BH177,PAT14(HGD)_C_362,1
PAT14(HGD)_BH178,PAT14(HGD)_C_165,1
PAT14(HGD)_BH179,PAT14(HGD)_C_319,1
PAT14(HGD)_BH183,PAT9(NDBE)_J_136,1
PAT14(HGD)_BH185,PAT9(NDBE)_J_364,1
PAT14(HGD)_BH188,PAT14(HGD)_C_366,1
PAT14(HGD)_BH198,PAT14(NDBE)_D_142,1
PAT14(HGD)_BH201,PAT20(CARD)_F_231,1
PAT14(HGD)_BH206,PAT14(HGD)_C_315,1
PAT14(HGD)_BH207,PAT6(HGD)_I_148,1
PAT14(HGD)_BH209,PAT6(HGD)_I_6,1
PAT14(HGD)_BH210,PAT19(LGD)_B_369,1
PAT14(HGD)_BH211,PAT16(EAC)_A_80,1
PAT14(HGD)_BH212,PAT14(HGD)_C_345,1
PAT14(HGD)_BH213,PAT20(CARD)_F_303,1
PAT14(HGD)_BH214,PAT14(HGD)_C_268,1
PAT14(HGD)_BH216,PAT20(CARD)_F_261,1
PAT14(HGD)_BH217,PAT20(ESO)_E_243,1
PAT14(HGD)_BH218,PAT20(CARD)_F_306,1
PAT14(HGD)_BH219,PAT20(CARD)_F_343,1
PAT14(HGD)_BH220,PAT14(HGD)_C_320,1
PAT14(HGD)_BH222,PAT20(HGD1)_D_66,1
PAT14(HGD)_BH223,PAT14(HGD)_C_317,1
PAT14(HGD)_BH225,PAT14(NDBE)_D_339,1
PAT14(HGD)_BH227,PAT16(EAC)_A_273,1
PAT14(HGD)_BH228,PAT6(HGD)_I_199,1
PAT14(HGD)_BH229,PAT14(NDBE)_D_133,1
PAT14(HGD)_BH231,PAT6(LGD)_H_224,1
PAT14(HGD)_BH233,PAT20(CARD)_F_115,1
PAT14(HGD)_BH234,PAT14(HGD)_C_264,1
PAT14(HGD)_BH236,PAT14(HGD)_C_301,1
PAT14(HGD)_BH237,PAT14(HGD)_C_311,1
PAT14(HGD)_BH238,PAT20(CARD)_F_24,1
PAT14(HGD)_BH240,PAT6(LGD)_H_379,1
PAT14(HGD)_BH241,PAT9(NDBE)_J_231,1
PAT14(HGD)_BH242,PAT14(HGD)_C_142,1
PAT14(HGD)_BH243,PAT16(NDBE)_B_91,1
PAT14(HGD)_BH244,PAT9(NDBE)_J_205,1
PAT14(HGD)_BH245,PAT20(CARD)_F_288,1
PAT14(HGD)_BH246,PAT16(EAC)_A_213,1
PAT14(HGD)_BH247,PAT14(HGD)_C_68,1
PAT14(HGD)_BH248,PAT16(NDBE)_B_70,1
PAT14(HGD)_BH249,PAT14(HGD)_C_269,1
PAT14(HGD)_BH250,PAT14(HGD)_C_139,1
PAT14(HGD)_BH251,PAT14(HGD)_C_238,1
PAT14(HGD)_BH252,PAT16(NDBE)_B_150,1
PAT14(HGD)_BH255,PAT16(EAC)_A_169,1
PAT14(HGD)_BH256,PAT19(LGD)_B_94,1
PAT14(HGD)_BH257,PAT20(ESO)_E_266,1
PAT14(HGD)_BH258,PAT14(HGD)_C_305,1
PAT14(HGD)_BH259,PAT6(LGD)_H_185,1
PAT14(HGD)_BH260,PAT20(HGD1)_D_330,1
PAT14(HGD)_BH261,PAT20(ESO)_E_200,1
PAT14(HGD)_BH262,PAT6(HGD)_I_243,1
PAT14(HGD)_BH263,PAT14(NDBE)_D_321,1
PAT14(HGD)_BH264,PAT6(LGD)_H_311,1
PAT14(HGD)_BH266,PAT9(NDBE)_J_10,1
PAT14(HGD)_BH267,PAT19(LGD)_B_232,1
PAT14(HGD)_BH269,PAT14(NDBE)_D_368,1
PAT14(HGD)_BH270,PAT9(NDBE)_J_359,1
PAT14(HGD)_BH272,PAT14(HGD)_C_212,1
PAT14(HGD)_BH275,PAT6(HGD)_I_265,1
PAT14(HGD)_BH277,PAT6(LGD)_H_304,1
PAT14(HGD)_BH278,PAT20(CARD)_F_128,1
PAT14(HGD)_BH279,PAT9(NDBE)_J_23,1
PAT14(HGD)_BH281,PAT20(ESO)_E_116,1
PAT14(HGD)_BH283,PAT14(HGD)_C_347,1
PAT14(HGD)_BH287,PAT14(NDBE)_D_218,1
PAT14(HGD)_BH288,PAT14(HGD)_C_294,1
PAT14(HGD)_BH291,PAT14(NDBE)_D_16,1
PAT14(HGD)_BH293,PAT9(NDBE)_J_249,1
PAT14(HGD)_BH294,PAT6(HGD)_I_90,1
PAT14(HGD)_BH295,PAT16(EAC)_A_167,1
PAT14(HGD)_BH296,PAT9(NDBE)_J_254,1
PAT14(HGD)_BH297,PAT14(HGD)_C_223,1
PAT14(HGD)_BH298,PAT14(HGD)_C_274,1
PAT14(HGD)_BH300,PAT19(LGD)_B_181,1
PAT14(HGD)_BH301,PAT14(HGD)_C_226,1
PAT14(HGD)_BH303,PAT14(NDBE)_D_316,1
PAT14(HGD)_BH304,PAT9(NDBE)_J_242,1
PAT14(HGD)_BH305,PAT6(HGD)_I_153,1
PAT14(HGD)_BH306,PAT6(HGD)_I_319,1
PAT14(HGD)_BH308,PAT20(CARD)_F_226,1
PAT14(HGD)_BH309,PAT14(HGD)_C_360,1
PAT14(HGD)_BH310,PAT9(NDBE)_J_20,1
PAT14(HGD)_BH311,PAT16(EAC)_A_347,1
PAT14(HGD)_BH314,PAT14(NDBE)_D_112,1
PAT14(HGD)_BH315,PAT14(NDBE)_D_261,1
PAT14(HGD)_BH316,PAT20(CARD)_F_21,1
PAT14(HGD)_BH317,PAT16(EAC)_A_316,1
PAT14(HGD)_BH318,PAT14(NDBE)_D_186,1
PAT14(HGD)_BH319,PAT16(NDBE)_B_136,1
PAT14(HGD)_BH320,PAT14(HGD)_C_342,1
PAT14(HGD)_BH321,PAT20(CARD)_F_211,1
PAT14(HGD)_BH322,PAT6(HGD)_I_125,1
PAT14(HGD)_BH323,PAT14(HGD)_C_266,1
PAT14(HGD)_BH324,PAT16(NDBE)_B_214,1
PAT14(HGD)_BH326,PAT14(NDBE)_D_143,1
PAT14(HGD)_BH328,PAT14(NDBE)_D_272,1
PAT14(HGD)_BH329,PAT9(NDBE)_J_327,1
PAT14(HGD)_BH334,PAT16(NDBE)_B_210,1
PAT14(HGD)_BH335,PAT20(ESO)_E_256,1
PAT14(HGD)_BH339,PAT19(LGD)_B_69,1
PAT14(HGD)_BH340,PAT14(HGD)_C_289,1
PAT14(HGD)_BH341,PAT16(EAC)_A_274,1
PAT14(HGD)_BH342,PAT14(HGD)_C_300,1
PAT14(HGD)_BH355,PAT14(HGD)_C_229,1
PAT14(HGD)_BH356,PAT14(HGD)_C_281,1
PAT14(HGD)_BH357,PAT14(HGD)_C_213,1
PAT14(HGD)_BH359,PAT9(NDBE)_J_370,1
PAT14(HGD)_BH361,PAT19(LGD)_B_151,1
PAT14(HGD)_BH362,PAT9(NDBE)_J_377,1
PAT14(HGD)_BH365,PAT14(HGD)_C_370,1
PAT14(HGD)_BH367,PAT14(HGD)_C_135,1
PAT14(HGD)_BH368,PAT20(ESO)_E_340,1
PAT14(HGD)_BH369,PAT14(HGD)_C_284,1
PAT14(HGD)_BH370,PAT16(EAC)_A_221,1
PAT14(HGD)_BH372,PAT9(NDBE)_J_141,1
PAT14(HGD)_BH373,PAT19(LGD)_B_215,1
PAT14(HGD)_BH374,PAT6(HGD)_I_212,1
PAT14(HGD)_BH375,PAT19(LGD)_B_130,1
PAT14(HGD)_BH376,PAT14(HGD)_C_194,1
PAT14(HGD)_BH377,PAT20(ESO)_E_102,1
PAT14(HGD)_BH378,PAT6(LGD)_H_235,1
PAT14(HGD)_BH379,PAT19(LGD)_B_322,1
PAT14(HGD)_BH381,PAT16(NDBE)_B_380,1
PAT14(HGD)_BH383,PAT20(CARD)_F_87,1
PAT20(HGD1)_BE001,PAT20(HGD1)_D_380,1
PAT20(HGD1)_BE005,PAT20(HGD1)_D_206,1
PAT20(HGD1)_BE006,PAT20(HGD1)_D_30,1
PAT20(HGD1)_BE015,PAT20(HGD1)_D_241,1
PAT20(HGD1)_BE016,PAT20(HGD1)_D_1,1
PAT20(HGD1)_BE017,PAT20(HGD1)_D_345,1
PAT20(HGD1)_BE018,PAT20(HGD1)_D_132,1
PAT20(HGD1)_BE019,PAT9(NDBE)_J_151,1
PAT20(HGD1)_BE020,PAT20(HGD1)_D_80,1
PAT20(HGD1)_BE021,PAT20(HGD1)_D_197,1
PAT20(HGD1)_BE022,PAT20(HGD1)_D_125,1
PAT20(HGD1)_BE023,PAT20(HGD1)_D_266,1
PAT20(HGD1)_BE024,PAT20(HGD1)_D_9,1
PAT20(HGD1)_BE027,PAT20(HGD1)_D_164,1
PAT20(HGD1)_BE030,PAT20(HGD1)_D_70,1
PAT20(HGD1)_BE031,PAT20(HGD1)_D_99,1
PAT20(HGD1)_BE033,PAT20(HGD1)_D_89,1
PAT20(HGD1)_BE035,PAT20(HGD1)_D_159,1
PAT20(HGD1)_BE036,PAT20(HGD1)_D_221,1
PAT20(HGD1)_BE037,PAT20(HGD1)_D_290,1
PAT20(HGD1)_BE038,PAT20(HGD1)_D_130,1
PAT20(HGD1)_BE039,PAT20(HGD1)_D_79,1
PAT20(HGD1)_BE040,PAT20(HGD1)_D_74,1
PAT20(HGD1)_BE041,PAT20(HGD1)_D_107,1
PAT20(HGD1)_BE042,PAT20(HGD1)_D_88,1
PAT20(HGD1)_BE043,PAT20(HGD1)_D_86,1
PAT20(HGD1)_BE044,PAT19(LGD)_B_118,1
PAT20(HGD1)_BE045,PAT14(NDBE)_D_220,1
PAT20(HGD1)_BE046,PAT20(HGD1)_D_356,1
PAT20(HGD1)_BE047,PAT20(HGD1)_D_261,1
PAT20(HGD1)_BE050,PAT20(HGD1)_D_32,1
PAT20(HGD1)_BE051,PAT14(NDBE)_D_206,1
PAT20(HGD1)_BE053,PAT20(HGD1)_D_194,1
PAT20(HGD1)_BE056,PAT20(HGD1)_D_146,1
PAT20(HGD1)_BE059,PAT6(HGD)_I_337,1
PAT20(HGD1)_BE060,PAT20(HGD1)_D_62,1
PAT20(HGD1)_BE061,PAT20(HGD1)_D_31,1
PAT20(HGD1)_BE062,PAT20(HGD1)_D_354,1
PAT20(HGD1)_BE063,PAT20(HGD1)_D_7,1
PAT20(HGD1)_BE064,PAT20(HGD1)_D_323,1
PAT20(HGD1)_BE066,PAT20(HGD1)_D_55,1
PAT20(HGD1)_BE067,PAT20(HGD1)_D_288,1
PAT20(HGD1)_BE069,PAT20(HGD1)_D_173,1
PAT20(HGD1)_BE070,PAT20(HGD1)_D_185,1
PAT20(HGD1)_BE071,PAT14(NDBE)_D_363,1
PAT20(HGD1)_BE072,PAT20(HGD1)_D_98,1
PAT20(HGD1)_BE073,PAT20(HGD1)_D_10,1
PAT20(HGD1)_BE074,PAT20(HGD1)_D_46,1
PAT20(HGD1)_BE078,PAT20(HGD1)_D_217,1
PAT20(HGD1)_BE079,PAT20(HGD1)_D_21,1
PAT20(HGD1)_BE081,PAT20(HGD1)_D_119,1
PAT20(HGD1)_BE082,PAT20(HGD1)_D_281,1
PAT20(HGD1)_BE085,PAT20(HGD1)_D_260,1
PAT20(HGD1)_BE086,PAT20(HGD1)_D_305,1
PAT20(HGD1)_BE087,PAT20(HGD1)_D_268,1
PAT20(HGD1)_BE088,PAT16(NDBE)_B_236,1
PAT20(HGD1)_BE090,PAT20(HGD1)_D_57,1
PAT20(HGD1)_BE091,PAT20(HGD1)_D_246,1
PAT20(HGD1)_BE092,PAT16(EAC)_A_376,1
PAT20(HGD1)_BE093,PAT20(HGD1)_D_166,1
PAT20(HGD1)_BE094,PAT20(HGD1)_D_218,1
PAT20(HGD1)_BE095,PAT20(HGD1)_D_20,1
PAT20(HGD1)_BE096,PAT20(HGD1)_D_300,1
PAT20(HGD1)_BE098,PAT20(HGD1)_D_322,1
PAT20(HGD1)_BE100,PAT20(HGD1)_D_158,1
PAT20(HGD1)_BE101,PAT20(HGD1)_D_379,1
PAT20(HGD1)_BE102,PAT20(HGD1)_D_212,1
PAT20(HGD1)_BE106,PAT20(HGD1)_D_112,1
PAT20(HGD1)_BE107,PAT20(CARD)_F_5,1
PAT20(HGD1)_BE108,PAT20(HGD1)_D_53,1
PAT20(HGD1)_BE109,PAT20(HGD1)_D_299,1
PAT20(HGD1)_BE110,PAT20(HGD1)_D_279,1
PAT20(HGD1)_BE111,PAT20(HGD1)_D_286,1
PAT20(HGD1)_BE112,PAT20(HGD1)_D_49,1
PAT20(HGD1)_BE113,PAT20(HGD1)_D_118,1
PAT20(HGD1)_BE115,PAT20(HGD1)_D_365,1
PAT20(HGD1)_BE116,PAT20(HGD1)_D_68,1
PAT20(HGD1)_BE117,PAT20(HGD1)_D_259,1
PAT20(HGD1)_BE118,PAT20(HGD1)_D_231,1
PAT20(HGD1)_BE119,PAT20(HGD1)_D_340,1
PAT20(HGD1)_BE120,PAT20(HGD1)_D_143,1
PAT20(HGD1)_BE124,PAT20(HGD1)_D_109,1
PAT20(HGD1)_BE127,PAT20(HGD1)_D_368,1
PAT20(HGD1)_BE131,PAT20(HGD1)_D_240,1
PAT20(HGD1)_BE132,PAT20(HGD1)_D_190,1
PAT20(HGD1)_BE133,PAT20(HGD1)_D_348,1
PAT20(HGD1)_BE134,PAT20(HGD1)_D_180,1
PAT20(HGD1)_BE135,PAT20(HGD1)_D_284,1
PAT20(HGD1)_BE136,PAT20(HGD1)_D_139,1
PAT20(HGD1)_BE138,PAT20(HGD1)_D_253,1
PAT20(HGD1)_BE139,PAT20(HGD1)_D_161,1
PAT20(HGD1)_BE140,PAT20(HGD1)_D_370,1
PAT20(HGD1)_BE141,PAT20(HGD1)_D_205,1
PAT20(HGD1)_BE142,PAT20(HGD1)_D_163,1
PAT20(HGD1)_BE143,PAT20(HGD1)_D_38,1
PAT20(HGD1)_BE144,PAT20(HGD1)_D_296,1
PAT20(HGD1)_BE147,PAT20(HGD1)_D_269,1
PAT20(HGD1)_BE148,PAT20(HGD1)_D_160,1
PAT20(HGD1)_BE155,PAT20(HGD1)_D_254,1
PAT20(HGD1)_BE156,PAT20(HGD1)_D_293,1
PAT20(HGD1)_BE157,PAT20(HGD1)_D_63,1
PAT20(HGD1)_BE158,PAT20(HGD1)_D_103,1
PAT20(HGD1)_BE159,PAT20(HGD1)_D_215,1
PAT20(HGD1)_BE160,PAT20(HGD1)_D_81,1
PAT20(HGD1)_BE163,PAT20(HGD1)_D_94,1
PAT20(HGD1)_BE165,PAT20(HGD1)_D_0,1
PAT20(HGD1)_BE167,PAT20(HGD1)_D_232,1
PAT20(HGD1)_BE168,PAT20(HGD1)_D_43,1
PAT20(HGD1)_BE171,PAT20(HGD1)_D_141,1
PAT20(HGD1)_BE177,PAT20(HGD1)_D_25,1
PAT20(HGD1)_BE179,PAT20(HGD1)_D_165,1
PAT20(HGD1)_BE180,PAT9(NDBE)_J_104,1
PAT20(HGD1)_BE181,PAT20(HGD1)_D_97,1
PAT20(HGD1)_BE182,PAT20(HGD1)_D_204,1
PAT20(HGD1)_BE183,PAT20(HGD1)_D_363,1
PAT20(HGD1)_BE184,PAT20(HGD1)_D_101,1
PAT20(HGD1)_BE185,PAT20(HGD1)_D_238,1
PAT20(HGD1)_BE186,PAT20(HGD1)_D_307,1
PAT20(HGD1)_BE187,PAT20(HGD1)_D_332,1
PAT20(HGD1)_BE188,PAT20(HGD1)_D_176,1
PAT20(HGD1)_BE189,PAT20(HGD1)_D_133,1
PAT20(HGD1)_BE190,PAT20(HGD1)_D_262,1
PAT20(HGD1)_BE191,PAT20(HGD1)_D_134,1
PAT20(HGD1)_BE194,PAT16(EAC)_A_18,1
PAT20(HGD1)_BE196,PAT20(HGD1)_D_117,1
PAT20(HGD1)_BE205,PAT20(HGD1)_D_334,1
PAT20(HGD1)_BE207,PAT20(HGD1)_D_87,1
PAT20(HGD1)_BE209,PAT20(HGD1)_D_213,1
PAT20(HGD1)_BE210,PAT20(HGD1)_D_18,1
PAT20(HGD1)_BE212,PAT20(HGD1)_D_108,1
PAT20(HGD1)_BE213,PAT20(HGD1)_D_338,1
PAT20(HGD1)_BE214,PAT6(HGD)_I_185,1
PAT20(HGD1)_BE215,PAT20(HGD1)_D_177,1
PAT20(HGD1)_BE216,PAT20(HGD1)_D_191,1
PAT20(HGD1)_BE218,PAT16(EAC)_A_379,1
PAT20(HGD1)_BE221,PAT9(NDBE)_J_288,1
PAT20(HGD1)_BE224,PAT20(HGD1)_D_347,1
PAT20(HGD1)_BE227,PAT20(HGD1)_D_226,1
PAT20(HGD1)_BE228,PAT20(HGD1)_D_140,1
PAT20(HGD1)_BE230,PAT20(HGD1)_D_207,1
PAT20(HGD1)_BE231,PAT20(HGD1)_D_375,1
PAT20(HGD1)_BE232,PAT20(HGD1)_D_382,1
PAT20(HGD1)_BE235,PAT20(HGD1)_D_200,1
PAT20(HGD1)_BE237,PAT20(HGD1)_D_283,1
PAT20(HGD1)_BE238,PAT20(HGD1)_D_39,1
PAT20(HGD1)_BE239,PAT20(HGD1)_D_225,1
PAT20(HGD1)_BE240,PAT20(HGD1)_D_52,1
PAT20(HGD1)_BE242,PAT20(HGD1)_D_331,1
PAT20(HGD1)_BE244,PAT20(ESO)_E_341,1
PAT20(HGD1)_BE254,PAT20(HGD1)_D_61,1
PAT20(HGD1)_BE255,PAT20(HGD1)_D_313,1
PAT20(HGD1)_BE257,PAT20(CARD)_F_152,1
PAT20(HGD1)_BE258,PAT20(HGD1)_D_11,1
PAT20(HGD1)_BE259,PAT20(HGD1)_D_60,1
PAT20(HGD1)_BE260,PAT20(HGD1)_D_360,1
PAT20(HGD1)_BE262,PAT20(HGD1)_D_264,1
PAT20(HGD1)_BE263,PAT20(HGD1)_D_111,1
PAT20(HGD1)_BE264,PAT6(HGD)_I_28,1
PAT20(HGD1)_BE267,PAT6(LGD)_H_126,1
PAT20(HGD1)_BE268,PAT20(HGD1)_D_17,1
PAT20(HGD1)_BE269,PAT20(HGD1)_D_230,1
PAT20(HGD1)_BE270,PAT20(HGD1)_D_222,1
PAT20(HGD1)_BE271,PAT20(HGD1)_D_187,1
PAT20(HGD1)_BE272,PAT19(LGD)_B_117,1
PAT20(HGD1)_BE275,PAT20(HGD1)_D_275,1
PAT20(HGD1)_BE276,PAT20(HGD1)_D_383,1
PAT20(HGD1)_BE277,PAT20(HGD1)_D_321,1
PAT20(HGD1)_BE278,PAT20(HGD1)_D_114,1
PAT20(HGD1)_BE281,PAT20(HGD1)_D_113,1
PAT20(HGD1)_BE282,PAT20(HGD1)_D_316,1
PAT20(HGD1)_BE284,PAT20(HGD1)_D_199,1
PAT20(HGD1)_BE285,PAT20(HGD1)_D_153,1
PAT20(HGD1)_BE286,PAT20(HGD1)_D_249,1
PAT20(HGD1)_BE287,PAT20(HGD1)_D_251,1
PAT20(HGD1)_BE288,PAT14(NDBE)_D_70,1
PAT20(HGD1)_BE290,PAT20(HGD1)_D_22,1
PAT20(HGD1)_BE292,PAT20(HGD1)_D_224,1
PAT20(HGD1)_BE294,PAT20(HGD1)_D_245,1
PAT20(HGD1)_BE295,PAT20(HGD1)_D_12,1
PAT20(HGD1)_BE296,PAT9(NDBE)_J_266,1
PAT20(HGD1)_BE297,PAT20(HGD1)_D_196,1
PAT20(HGD1)_BE298,PAT9(NDBE)_J_138,1
PAT20(HGD1)_BE301,PAT20(HGD1)_D_358,1
PAT20(HGD1)_BE307,PAT20(HGD1)_D_265,1
PAT20(HGD1)_BE308,PAT20(HGD1)_D_184,1
PAT20(HGD1)_BE309,PAT20(HGD1)_D_115,1
PAT20(HGD1)_BE311,PAT20(HGD1)_D_131,1
PAT20(HGD1)_BE313,PAT6(LGD)_H_122,1
PAT20(HGD1)_BE314,PAT20(HGD1)_D_137,1
PAT20(HGD1)_BE317,PAT20(HGD1)_D_257,1
PAT20(HGD1)_BE318,PAT20(ESO)_E_113,1
PAT20(HGD1)_BE320,PAT20(HGD1)_D_223,1
PAT20(HGD1)_BE321,PAT20(HGD1)_D_136,1
PAT20(HGD1)_BE322,PAT20(HGD1)_D_263,1
PAT20(HGD1)_BE323,PAT20(HGD1)_D_341,1
PAT20(HGD1)_BE324,PAT20(HGD1)_D_315,1
PAT20(HGD1)_BE325,PAT20(HGD1)_D_282,1
PAT20(HGD1)_BE326,PAT20(HGD1)_D_276,1
PAT20(HGD1)_BE330,PAT20(HGD1)_D_372,1
PAT20(HGD1)_BE331,PAT20(HGD1)_D_209,1
PAT20(HGD1)_BE333,PAT20(HGD1)_D_355,1
PAT20(HGD1)_BE334,PAT20(HGD1)_D_150,1
PAT20(HGD1)_BE335,PAT20(HGD1)_D_188,1
PAT20(HGD1)_BE336,PAT20(HGD1)_D_106,1
PAT20(HGD1)_BE337,PAT20(HGD1)_D_172,1
PAT20(HGD1)_BE338,PAT20(HGD1)_D_54,1
PAT20(HGD1)_BE339,PAT20(HGD1)_D_189,1
PAT20(HGD1)_BE340,PAT20(HGD1)_D_364,1
PAT20(HGD1)_BE341,PAT20(HGD1)_D_82,1
PAT20(HGD1)_BE342,PAT20(HGD1)_D_235,1
PAT20(HGD1)_BE343,PAT19(LGD)_B_380,1
PAT20(HGD1)_BE344,PAT20(HGD1)_D_233,1
PAT20(HGD1)_BE345,PAT20(HGD1)_D_121,1
PAT20(HGD1)_BE346,PAT20(HGD1)_D_167,1
PAT20(HGD1)_BE348,PAT20(HGD1)_D_170,1
PAT20(HGD1)_BE349,PAT20(HGD1)_D_328,1
PAT20(HGD1)_BE350,PAT20(HGD1)_D_381,1
PAT20(HGD1)_BE351,PAT20(HGD1)_D_255,1
PAT20(HGD1)_BE354,PAT20(HGD1)_D_343,1
PAT20(HGD1)_BE357,PAT20(HGD1)_D_152,1
PAT20(HGD1)_BE359,PAT20(HGD1)_D_202,1
PAT20(HGD1)_BE360,PAT20(ESO)_E_353,1
PAT20(HGD1)_BE361,PAT20(HGD1)_D_65,1
PAT20(HGD1)_BE363,PAT20(HGD1)_D_214,1
PAT20(HGD1)_BE365,PAT20(HGD1)_D_324,1
PAT20(HGD1)_BE366,PAT20(HGD1)_D_308,1
PAT20(HGD1)_BE367,PAT20(HGD1)_D_27,1
PAT20(HGD1)_BE368,PAT20(HGD1)_D_56,1
PAT20(HGD1)_BE377,PAT20(HGD1)_D_14,1
PAT20(HGD1)_BE379,PAT9(NDBE)_J_173,1
PAT20(HGD1)_BE382,PAT20(HGD1)_D_35,1
PAT20(HGD1)_BE383,PAT20(HGD1)_D_377,1
PAT20(HGD1)_BE384,PAT20(HGD1)_D_5,1
PAT16(EAC)_BK003,PAT16(EAC)_A_17,1
PAT16(EAC)_BK007,PAT16(EAC)_A_268,1
PAT16(EAC)_BK008,PAT16(EAC)_A_128,1
PAT16(EAC)_BK010,PAT16(EAC)_A_335,1
PAT16(EAC)_BK011,PAT16(EAC)_A_31,1
PAT16(EAC)_BK012,PAT16(EAC)_A_92,1
PAT16(EAC)_BK014,PAT16(EAC)_A_26,1
PAT16(EAC)_BK016,PAT9(NDBE)_J_152,1
PAT16(EAC)_BK018,PAT16(EAC)_A_86,1
PAT16(EAC)_BK027,PAT16(EAC)_A_357,1
PAT16(EAC)_BK029,PAT16(EAC)_A_197,1
PAT16(EAC)_BK030,PAT20(CARD)_F_321,1
PAT16(EAC)_BK032,PAT16(EAC)_A_19,1
PAT16(EAC)_BK037,PAT16(EAC)_A_275,1
PAT16(EAC)_BK041,PAT16(EAC)_A_212,1
PAT16(EAC)_BK045,PAT16(EAC)_A_185,1
